epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1248.69,1.08265,1.03554,1.16503,0.66318,0.46773,0.53072,0.37219,1.21516,1.19386,1.25384,0.000186802,0.000186802,0.000186802
28,1290.73,1.07384,1.02279,1.16073,0.60386,0.50904,0.5315,0.37145,1.21758,1.19548,1.25541,0.000179179,0.000179179,0.000179179
29,1333.24,1.06909,1.01637,1.16034,0.68801,0.47467,0.53703,0.37772,1.21148,1.1801,1.25237,0.000171556,0.000171556,0.000171556
30,1375.23,1.06168,1.00553,1.1552,0.64238,0.49532,0.53612,0.37793,1.21193,1.18172,1.25686,0.000163933,0.000163933,0.000163933
31,1416.69,1.06398,0.9968,1.14945,0.66444,0.48794,0.5346,0.37767,1.20427,1.18899,1.24553,0.00015631,0.00015631,0.00015631
32,1458.92,1.05044,0.98735,1.14496,0.62064,0.50919,0.54104,0.38091,1.21079,1.17614,1.24413,0.000148687,0.000148687,0.000148687
33,1500.66,1.05957,0.98244,1.14881,0.67922,0.50579,0.54665,0.38597,1.203,1.17454,1.24444,0.000141064,0.000141064,0.000141064
34,1542.19,1.04523,0.96892,1.14305,0.62674,0.51292,0.53545,0.37414,1.22266,1.1937,1.25198,0.000133441,0.000133441,0.000133441
35,1583.69,1.05186,0.97585,1.14685,0.65354,0.51163,0.54217,0.3814,1.20939,1.17283,1.2496,0.000125818,0.000125818,0.000125818
36,1625.58,1.04763,0.95631,1.13984,0.66397,0.49154,0.53856,0.3793,1.2079,1.16757,1.2443,0.000118195,0.000118195,0.000118195
37,1667.12,1.04359,0.95892,1.13898,0.66904,0.497,0.54607,0.38646,1.19271,1.15983,1.2353,0.000110572,0.000110572,0.000110572
38,1708.73,1.03366,0.95339,1.13388,0.66588,0.49623,0.54586,0.38695,1.19771,1.16464,1.24511,0.000102949,0.000102949,0.000102949
39,1750.05,1.02934,0.95079,1.13303,0.65826,0.50382,0.54623,0.3858,1.19858,1.1622,1.23987,9.5326e-05,9.5326e-05,9.5326e-05
40,1791.75,1.02624,0.93702,1.13284,0.67131,0.5028,0.54968,0.387,1.19517,1.15115,1.2347,8.7703e-05,8.7703e-05,8.7703e-05
41,1833.89,1.01478,0.87808,1.11135,0.61602,0.5116,0.53921,0.38096,1.19473,1.15817,1.24345,8.008e-05,8.008e-05,8.008e-05
42,1874.8,1.00128,0.84179,1.10155,0.66013,0.49869,0.54211,0.38351,1.19994,1.1579,1.24475,7.2457e-05,7.2457e-05,7.2457e-05
43,1915.9,0.98445,0.82206,1.09209,0.65564,0.48932,0.53731,0.38183,1.20132,1.17582,1.24879,6.4834e-05,6.4834e-05,6.4834e-05
44,1956.8,0.97608,0.80906,1.08768,0.67259,0.49656,0.5402,0.38351,1.19727,1.16362,1.2445,5.7211e-05,5.7211e-05,5.7211e-05
45,1998.14,0.97101,0.80694,1.08606,0.63852,0.51247,0.53922,0.3816,1.19593,1.16333,1.24264,4.9588e-05,4.9588e-05,4.9588e-05
46,2039.12,0.96929,0.79954,1.08238,0.63403,0.5126,0.54028,0.38109,1.20042,1.16539,1.24432,4.1965e-05,4.1965e-05,4.1965e-05
47,2080.31,0.96583,0.78904,1.0756,0.66783,0.50375,0.54029,0.38279,1.19726,1.15934,1.24041,3.4342e-05,3.4342e-05,3.4342e-05
48,2121.39,0.95997,0.78504,1.07694,0.62967,0.51431,0.53803,0.37987,1.19737,1.16101,1.24067,2.6719e-05,2.6719e-05,2.6719e-05
49,2162.41,0.95682,0.77315,1.07275,0.66119,0.50313,0.53812,0.38203,1.19472,1.15857,1.23903,1.9096e-05,1.9096e-05,1.9096e-05
50,2203.12,0.95261,0.77456,1.07217,0.67087,0.50006,0.53892,0.3826,1.1929,1.15591,1.23947,1.1473e-05,1.1473e-05,1.1473e-05
