epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1172.21,1.16632,1.06463,1.20652,0.69094,0.44428,0.51666,0.34949,1.26317,1.12926,1.28474,0.000486639,0.000486639,0.000486639
23,1206.43,1.16134,1.05522,1.20012,0.65529,0.46467,0.50933,0.34821,1.24964,1.13026,1.27686,0.000470145,0.000470145,0.000470145
24,1241.2,1.14635,1.04107,1.19517,0.65186,0.47398,0.5265,0.35909,1.25768,1.11235,1.2773,0.000453652,0.000453652,0.000453652
25,1275.86,1.14906,1.03669,1.19529,0.68306,0.46995,0.52891,0.35873,1.25539,1.12233,1.27857,0.000437158,0.000437158,0.000437158
26,1309.37,1.13812,1.01953,1.18213,0.64269,0.47225,0.52452,0.35244,1.2542,1.12012,1.28195,0.000420665,0.000420665,0.000420665
27,1342.71,1.13432,0.99971,1.18225,0.65758,0.47866,0.52511,0.35812,1.24003,1.10374,1.26324,0.000404172,0.000404172,0.000404172
28,1404.56,1.12563,0.99908,1.18208,0.68168,0.4619,0.52566,0.35754,1.24684,1.1048,1.27559,0.000387678,0.000387678,0.000387678
29,1466.91,1.11614,0.98314,1.17414,0.70946,0.47373,0.54189,0.3678,1.22795,1.08317,1.25679,0.000371185,0.000371185,0.000371185
30,1540.5,1.11565,0.98184,1.17422,0.68646,0.48137,0.53584,0.36482,1.22442,1.08594,1.26126,0.000354691,0.000354691,0.000354691
31,1627.34,1.10412,0.96084,1.16494,0.66505,0.4856,0.53607,0.36065,1.23358,1.07595,1.26655,0.000338198,0.000338198,0.000338198
32,1711.38,1.09936,0.95712,1.16353,0.66008,0.48259,0.53343,0.36005,1.23241,1.09045,1.26033,0.000321705,0.000321705,0.000321705
33,1812,1.09614,0.9436,1.15807,0.61714,0.50114,0.53487,0.36367,1.22408,1.07392,1.26067,0.000305211,0.000305211,0.000305211
34,1902.95,1.09056,0.94581,1.16045,0.68183,0.4813,0.53652,0.36501,1.23154,1.07705,1.26153,0.000288718,0.000288718,0.000288718
35,1998.91,1.08704,0.93296,1.15174,0.67672,0.48675,0.54863,0.36851,1.22939,1.0713,1.26427,0.000272224,0.000272224,0.000272224
36,2098.98,1.07545,0.9154,1.1465,0.71874,0.48024,0.54874,0.37051,1.22369,1.07259,1.25407,0.000255731,0.000255731,0.000255731
37,2189.55,1.07489,0.91013,1.14716,0.68183,0.49596,0.53861,0.36708,1.20822,1.07513,1.24373,0.000239238,0.000239238,0.000239238
38,2253.58,1.06774,0.90369,1.1413,0.66131,0.50756,0.54546,0.37054,1.20899,1.0602,1.25035,0.000222744,0.000222744,0.000222744
39,2323.48,1.05622,0.8958,1.13546,0.67742,0.50231,0.54462,0.3745,1.2073,1.05735,1.24316,0.000206251,0.000206251,0.000206251
40,2409.27,1.0524,0.88312,1.13433,0.68332,0.5048,0.54802,0.37462,1.21302,1.06193,1.24881,0.000189757,0.000189757,0.000189757
41,2470.38,1.03407,0.82072,1.11217,0.68502,0.48406,0.54575,0.37127,1.22341,1.06127,1.2571,0.000173264,0.000173264,0.000173264
42,2517.45,1.01358,0.78657,1.09747,0.67792,0.48893,0.54625,0.37666,1.21515,1.06493,1.256,0.000156771,0.000156771,0.000156771
43,2550.28,0.99827,0.77532,1.08925,0.68878,0.48794,0.5476,0.37444,1.21371,1.05869,1.25161,0.000140277,0.000140277,0.000140277
44,2582.92,0.9881,0.76582,1.08745,0.6878,0.48716,0.54642,0.37663,1.21651,1.05824,1.25755,0.000123784,0.000123784,0.000123784
45,2616.2,0.98783,0.75641,1.08304,0.68524,0.48851,0.54693,0.37383,1.20765,1.04682,1.25351,0.00010729,0.00010729,0.00010729
46,2650.8,0.97069,0.7423,1.0771,0.70715,0.48759,0.5482,0.37529,1.2062,1.05233,1.2536,9.0797e-05,9.0797e-05,9.0797e-05
47,2683.23,0.97552,0.73402,1.0742,0.71048,0.48721,0.54701,0.37607,1.20672,1.05606,1.25207,7.43036e-05,7.43036e-05,7.43036e-05
48,2716.32,0.96264,0.72486,1.06694,0.68603,0.50215,0.5501,0.37668,1.20552,1.05033,1.25181,5.78102e-05,5.78102e-05,5.78102e-05
49,2748.99,0.95931,0.72145,1.06934,0.70078,0.49786,0.54998,0.37663,1.20179,1.04644,1.24995,4.13168e-05,4.13168e-05,4.13168e-05
50,2781.32,0.95004,0.71093,1.06498,0.67666,0.50252,0.55044,0.37851,1.20167,1.04858,1.24951,2.48234e-05,2.48234e-05,2.48234e-05
